H2,CH4,C2H6,C2H4,C2H2,labels
0.1918559122944401,0.16288175411119815,0.09827721221613157,0.48551292090837905,0.06147220046985122,3
0.20111501135659712,0.21371051001445387,0.09539541606442287,0.48957257897997114,0.00020648358455502784,5
0.11536348654092657,0.27394250137337484,0.10529207104925838,0.5054019410364402,0.0,5
0.48661800486618007,0.28386050283860503,0.038929440389294405,0.09732360097323602,0.09326845093268452,2
0.10270714965164408,0.28196261922513305,0.2007866930611615,0.4142993032881714,0.0002442347738900172,4
0.52,0.17333333333333334,0.2,0.10666666666666667,0.0,0
0.3670886075949367,0.28417721518987343,0.06962025316455696,0.13037974683544304,0.14873417721518986,2
0.046357615894039736,0.10816777041942605,0.17218543046357615,0.673289183222958,0.0,5
0.07240547063555912,0.13435237329042637,0.07964601769911504,0.6862429605792437,0.02735317779565567,4
0.04095633031280397,0.12440485332514206,0.1403778221471356,0.6899605795320739,0.004300414682844417,5
0.08721986674742581,0.4566929133858268,0.15142337976983647,0.3040581465778316,0.0006056935190793458,4
0.01405867970660147,0.16422167889160555,0.09657701711491443,0.7151589242053791,0.009983700081499593,5
0.10303248447763881,0.4994150994330964,0.07648699721047422,0.32079546477098897,0.0002699541078016737,5
0.06851851851851852,0.3450617283950617,0.15,0.4364197530864197,0.0,4
0.14354460093896712,0.30807902973395934,0.4785798122065728,0.06979655712050079,0.0,4
0.9952655949222206,0.003954008636387285,0.0004682378648353364,0.0003121585765568909,0.0,1
0.3023255813953488,0.10852713178294573,0.050387596899224806,0.1124031007751938,0.4263565891472868,2
0.9402903314160502,0.049301561216105176,0.009394686387291152,0.0009312517118597644,8.216926869350862e-05,1
0.6813333333333332,0.09466666666666666,0.02266666666666666,0.07866666666666668,0.12266666666666666,2
0.16274377942165436,0.021519838601210494,0.024882313382649634,0.11163416274377944,0.6792199058507061,2
0.36719706242350064,0.0853296030774611,0.012327329952788948,0.0834936177653436,0.4516523867809057,2
0.4024590163934426,0.0401639344262295,0.4594262295081967,0.0971311475409836,0.000819672131147541,1
0.20434915150899302,0.16228025607153745,0.047352911289503107,0.46103038309114924,0.12498729803881721,3
0.12011635619199815,0.2989330534099989,0.17913004423415377,0.4015542012001191,0.0002663449637300829,4
0.4681,0.3688,0.0851,0.07519999999999999,0.0028000000000000004,0
0.9513153087321886,0.03909389842893679,0.008403361344537815,0.0011874314943368654,0.0,1
0.15325994919559696,0.2218458933107536,0.17781541066892464,0.4470787468247248,0.0,4
0.7645466847090663,0.12584573748308525,0.046008119079837616,0.06359945872801083,0.0,2
0.07618213660245184,0.43782837127845886,0.02276707530647986,0.4553415061295972,0.00788091068301226,5
0.07322761194029852,0.1983208955223881,0.041417910447761205,0.07322761194029852,0.6138059701492536,2
0.16819362027984697,0.16270427235948642,0.037437352816858886,0.08821931042811426,0.5434454441156935,2
0.08163739969763925,0.2867775322711943,0.19944179555762295,0.4321432724735434,0.0,4
0.33561739616836805,0.33561739616836805,0.09229478394630121,0.23493217731785762,0.0015382463991050204,4
0.16105176663927692,0.25472473294987674,0.08874281018898932,0.4930156121610518,0.0024650780608052587,4
0.03592814371257485,0.22554890219560877,0.15169660678642716,0.5868263473053892,0.0,5
0.2429718875502008,0.13855421686746988,0.0642570281124498,0.5381526104417671,0.01606425702811245,5
0.16748768472906403,0.24433497536945814,0.08842364532019704,0.4997536945812808,0.0,5
0.37333333333333335,0.4613333333333333,0.12,0.04533333333333334,0.0,4
0.3592521663686477,0.0894762272562152,0.013419670662589625,0.1725653261103411,0.36528660960220644,3
0.4032945186026697,0.124964498721954,0.39647827321783585,0.07043453564328316,0.004828173814257313,0
0.12151215121512152,0.40504050405040504,0.18901890189018902,0.28352835283528355,0.0009000900090009002,4
0.3348214285714286,0.25446428571428575,0.1517857142857143,0.11607142857142859,0.14285714285714288,0
0.39267015706806285,0.24657672170761177,0.18525976641159886,0.11508256141763995,0.06041079339508659,0
0.2997755690926579,0.11766591856364221,0.3565245270920167,0.22250721385059316,0.0035267714010900927,0
0.08783783783783784,0.2972972972972973,0.12162162162162163,0.49324324324324326,0.0,5
0.5008319467554077,0.28452579034941766,0.03660565723793677,0.09151414309484193,0.08652246256239601,2
0.03705583756345178,0.2639593908629442,0.07106598984771574,0.6243654822335025,0.003553299492385787,5
0.36363636363636365,0.15584415584415584,0.2597402597402597,0.2077922077922078,0.012987012987012988,0
0.6232558139534884,0.11162790697674418,0.018604651162790697,0.10015503875968991,0.14635658914728683,3
0.009811046511627907,0.4383175872093023,0.2679869186046512,0.2838844476744186,0.0,4
0.20913210177762287,0.13942140118508192,0.024050191704426634,0.3834088532589753,0.24398745207389336,3
0.5698192297615929,0.10479434110558031,0.012837306785433588,0.1357086717317265,0.17684045061566675,3
0.8586525759577279,0.07001321003963012,0.04491413474240423,0.026420079260237782,0.0,1
0.15944475708122302,0.30013130744700806,0.04970924779591071,0.4877133746013881,0.0030013130744700805,5
0.5925710092376759,0.13079513079513078,0.027993611326944657,0.034425451092117754,0.21421479754813086,2
0.327586,0.44252899999999995,0.10919499999999999,0.12069,0.0,4
0.43736387690572326,0.1701776175133548,0.021033705528122604,0.26218632939138853,0.10923847066141074,3
0.055041238848678675,0.24356168995118666,0.052684733209897326,0.07978454805588285,0.5689277899343544,2
0.7750342935528121,0.13580246913580246,0.05075445816186557,0.038408779149519894,0.0,1
0.4142875005209853,0.21076980786062602,0.07918976368107364,0.2942524903096736,0.0015004376276413953,5
0.8729946524064172,0.06461675579322639,0.0516934046345811,0.0106951871657754,0.0,1
0.11449159327461969,0.24419535628502803,0.06244995996797438,0.577261809447558,0.0016012810248198558,5
0.5864102272542681,0.04710774678773899,0.004450869868910512,0.04169847793245724,0.3203326781566251,2
0.35351787889272657,0.5117169296984219,0.08007751953488278,0.05468767187396876,0.0,4
0.05355333622810827,0.1881603705311912,0.13171225937183384,0.6223766102185555,0.004197423650311188,5
0.6096618357487924,0.16135265700483092,0.04154589371980677,0.08985507246376813,0.09758454106280191,0
0.18613899999999997,0.179724,0.066865,0.553628,0.013644,5
0.08865096359743041,0.17815845824411136,0.1486081370449679,0.576017130620985,0.008565310492505354,5
0.9444638220361973,0.04526605433476727,0.008836181839321009,0.0013564314227027864,7.75103670115878e-05,1
0.7381703470031545,0.03659305993690851,0.10031545741324921,0.04416403785488959,0.08075709779179811,3
0.8963344788087056,0.056128293241695305,0.02004581901489118,0.027491408934707903,0.0,2
0.28817040396222143,0.15990589661725532,0.033196265552660906,0.28844046470405893,0.23028696916380337,3
0.5797344984036298,0.18870778020500756,0.04621072088724585,0.08654007729793312,0.09880692320618382,3
0.7692307692307693,0.0823931623931624,0.02,0.08393162393162393,0.044444444444444446,3
0.35411764705882354,0.20117647058823532,0.025882352941176474,0.06470588235294118,0.35411764705882354,2
0.9066447007138935,0.04942339373970346,0.018121911037891267,0.02471169686985173,0.001098297638660077,1
0.3050847457627119,0.16440677966101694,0.0576271186440678,0.45932203389830506,0.013559322033898305,5
0.353515625,0.51171875,0.080078125,0.0546875,0.0,4
0.4391891891891892,0.2195945945945946,0.04391891891891892,0.14189189189189189,0.1554054054054054,3
0.39215686274509803,0.09411764705882353,0.027450980392156862,0.22941176470588234,0.2568627450980392,3
0.19132268755649293,0.5197348598975595,0.0783368484483278,0.20940042181379934,0.0012051822838204278,4
0.11123470522803114,0.18909899888765294,0.6618464961067854,0.03781979977753059,0.0,4
0.391837,0.24489799999999998,0.183673,0.114286,0.065306,0
0.15893271461716937,0.21809744779582366,0.031902552204176336,0.5812064965197216,0.009860788863109048,5
0.009855813104581128,0.44031757620003653,0.26920970980105857,0.2806169008943238,0.0,4
0.042982456140350886,0.18421052631578946,0.13157894736842107,0.6078947368421053,0.03333333333333333,4
0.10842618017511195,0.14332248371440945,0.1437411093400485,0.5540895919561014,0.050420634814328645,4
0.1238390092879257,0.34881320949432404,0.10319917440660474,0.42208462332301344,0.0020639834881320948,5
0.2185249565433325,0.20610876583064316,0.06953066799106035,0.4867146759374224,0.019120933697541594,5
0.6621705016309619,0.09287666402186372,0.007163008022568986,0.09516882658908579,0.1426209997355197,3
0.9541284403669725,0.029357798165137616,0.009174311926605505,0.007339449541284404,0.0,1
0.32402791625124633,0.13010967098703888,0.05034895314057827,0.20737786640079758,0.288135593220339,3
0.24034566567647853,0.1968674048069133,0.06643262219821766,0.49041317850391575,0.00594112881447475,5
0.8919898761885219,0.016348587454682265,0.04938778302209453,0.01231274368971886,0.029961009644982557,3
0.8586525759577279,0.07001321003963012,0.04491413474240423,0.026420079260237782,0.0,1
0.11309407073282343,0.21834346603909263,0.11244034778061057,0.5314767601490488,0.02464535529842453,5
0.3182844243792325,0.29571106094808125,0.029345372460496615,0.31376975169300225,0.04288939051918736,3
0.10696329813976872,0.3521870286576169,0.09703368526897939,0.44255907491201607,0.001256913021618904,5
0.2116065109695683,0.2448690728945506,0.039631988676574664,0.49539985845718326,0.008492569002123142,4
0.11795234725171032,0.21231422505307856,0.042462845010615716,0.6133522057088936,0.013918376975701818,5
0.17589060100084228,0.39441609275132533,0.1984838725660209,0.23088738046871127,0.00032205321310013377,4
0.06362987630827784,0.24678877259752618,0.07924000951474787,0.6086465271170314,0.0016948144624167462,5
0.09039721539721539,0.23873873873873877,0.050470925470925465,0.08783783783783784,0.5325552825552825,2
0.3644278606965174,0.30970149253731344,0.0907960199004975,0.14179104477611942,0.09328358208955223,3
0.2775092637344933,0.17657483486386338,0.02569679394232318,0.3621717415820847,0.1580473658772354,3
0.33561739616836805,0.33561739616836805,0.09229478394630121,0.23493217731785762,0.0015382463991050204,4
0.8727,0.065,0.05160000000000001,0.010700000000000001,0.0,2
0.7919536063791228,0.04929322218194999,0.0407756433490395,0.06324755346139906,0.054729974628488574,3
0.13433122241412399,0.048615109064159154,0.030064606921256322,0.6160046056419114,0.17098445595854922,3
0.8761304008038405,0.08540806073462098,0.021184548397901085,0.016439656134866584,0.0008373339287707938,1
0.07447485677912158,0.29990696763452973,0.224942466826617,0.4006757087597317,0.0,4
0.6596051998074146,0.07703418391911411,0.08666345690900337,0.09725565719788157,0.07944150216658642,2
0.057317751808569836,0.010202188833240587,0.05490632535707661,0.08458542014468559,0.7929883138564274,2
0.25931358169551194,0.5925491346435905,0.07626870049867997,0.06922851276034028,0.002640070401877384,4
0.030901170705145656,0.20460114347944458,0.21889463653689084,0.5456030492785189,0.0,4
0.301094279208695,0.3903225838709065,0.0455961336734602,0.26139503349436366,0.001591969752574701,5
0.10190839694656488,0.3458015267175572,0.18778625954198475,0.36259541984732824,0.0019083969465648854,4
0.5269286754002911,0.1834061135371179,0.06404657933042213,0.22561863173216884,0.0,5
0.22598870056497178,0.2617702448210923,0.2297551789077213,0.2824858757062147,0.0,4
0.52,0.13333333333333333,0.07333333333333333,0.08666666666666667,0.18666666666666668,2
0.4976958525345622,0.08448540706605223,0.021505376344086023,0.19354838709677422,0.20276497695852536,3
0.15944515944515944,0.3001313001313001,0.04970904970904971,0.4877134877134876,0.003001003001003001,5
0.24273948851322064,0.2022106631989597,0.28608582574772434,0.26788036410923277,0.001083658430862592,0
0.9450131844268653,0.04478827361563518,0.008763766092756323,0.0013572204125950054,7.755545214828603e-05,1
0.6984352773826459,0.17354196301564723,0.004267425320056899,0.05547652916073969,0.06827880512091039,2
0.708649468892261,0.12443095599393017,0.02731411229135053,0.07738998482549315,0.062215477996965085,2
0.681635926222935,0.12830793905372895,0.02218658112804063,0.08821170809943865,0.07965784549585672,3
0.6200659387193369,0.04972626357339464,0.003917001905568494,0.03743080971537461,0.2888599860863253,2
0.9515285045442028,0.039291287983108415,0.007986780501239328,0.001193426971449555,0.0,1
0.21775147928994082,0.34437869822485206,0.11479289940828402,0.3183431952662722,0.004733727810650888,4
0.1557711950970378,0.30643513789581206,0.07660878447395301,0.45965270684371806,0.0015321756894790602,5
0.18856065367693275,0.251414204902577,0.08642363293526084,0.4714016341923319,0.0021998742928975488,4
0.242846094354215,0.1716937354988399,0.027068832173240527,0.27532869296210366,0.28306264501160094,3
0.6526207605344296,0.07656731757451182,0.019013360739979446,0.18499486125385406,0.06680369989722508,3
0.3075237399561724,0.20452885317750183,0.07304601899196493,0.3725346968590212,0.04236669101533966,3
0.11299915038232794,0.2183517417162277,0.11299915038232794,0.5310110450297366,0.024638912489379782,5
0.6606606606606606,0.08278278278278277,0.08218218218218219,0.0921921921921922,0.08218218218218219,2
0.20046311610982467,0.301687065828647,0.12424743632153491,0.3731392656301687,0.0004631161098246774,4
0.1935672759212012,0.29913421724036976,0.11619055585762683,0.39073152369400643,0.0003764272867957673,5
0.40993788819875776,0.13354037267080746,0.062111801242236024,0.2360248447204969,0.15838509316770186,3
0.14060028120056242,0.2688905377810756,0.07381414762829526,0.48506097012194027,0.03163406326812654,5
0.3717472118959107,0.13220260223048327,0.09526022304832711,0.3554832713754647,0.045306691449814133,0
0.019745724572457244,0.34315931593159316,0.08556480648064807,0.551473897389739,5.625562556255625e-05,4
0.10709117221418235,0.17293777134587554,0.08176555716353111,0.6353111432706223,0.002894356005788712,5
0.19751166407465007,0.16640746500777606,0.017107309486780714,0.23950233281493002,0.37947122861586313,3
0.8726625111308994,0.06500445235975066,0.051647373107747106,0.01068566340160285,0.0,1
0.13764583364776553,0.44146278883740586,0.19786588586866294,0.2230254916461657,0.0,4
0.08721986674742581,0.4566929133858268,0.15142337976983647,0.3040581465778316,0.0006056935190793458,4
0.6984352773826459,0.17354196301564723,0.004267425320056899,0.05547652916073969,0.06827880512091039,2
0.03538512179065175,0.22333772218564846,0.23057932850559582,0.5106978275181041,0.0,4
0.13402061855670103,0.27835051546391754,0.06907216494845361,0.5154639175257731,0.003092783505154639,5
0.49770000000000003,0.08448499999999999,0.021505,0.19355,0.20276,3
0.24162120031176926,0.051441932969602484,0.036632891660171474,0.1480904130943102,0.5222135619641465,2
0.46132075471698114,0.11572327044025159,0.3314465408805031,0.08522012578616353,0.00628930817610063,0
0.04874878128046799,0.10074748131296718,0.09749756256093597,0.7474813129671758,0.0055248618784530384,2
0.4201680672268907,0.3361344537815126,0.14845938375350137,0.0896358543417367,0.0056022408963585435,0
0.2685912516448024,0.16886638223214642,0.030902348578491966,0.3943139678615575,0.1373260496830017,3
0.1723076923076923,0.24,0.055384615384615386,0.5323076923076923,0.0,4
0.020079260237780713,0.053368560105680314,0.0726552179656539,0.8496697490092471,0.004227212681638045,5
0.1490066225165563,0.2582781456953642,0.0924787133396405,0.500236518448439,0.0,5
0.4028776978417266,0.12949640287769784,0.38848920863309355,0.07194244604316546,0.007194244604316547,0
0.5833996287456907,0.0954653937947494,0.03447361442588173,0.02360116679925749,0.26306019623442056,2
0.09446883938283043,0.32550457237239655,0.18954195705595614,0.3893566450469323,0.0011279861418845428,4
0.3525641025641026,0.3685897435897436,0.09134615384615384,0.1762820512820513,0.011217948717948718,4
0.13937282229965156,0.35838725734196114,0.08959681433549029,0.40816326530612246,0.004479840716774514,5
0.38022813688212925,0.07604562737642585,0.011406844106463879,0.1520912547528517,0.38022813688212925,3
0.24793388429752067,0.1322314049586777,0.3884297520661157,0.17355371900826447,0.05785123966942149,3
0.17917304747320062,0.2582950484941297,0.08218478815722308,0.4747320061255743,0.005615109749872385,5
0.5772669220945084,0.045977011494252866,0.037037037037037035,0.10600255427841634,0.23371647509578547,2
0.06205594028239949,0.190664628114039,0.12141379620469465,0.6223581257307311,0.0035075096681356235,5
0.3367433930093776,0.03846973572037511,0.03974850809889172,0.11615515771526003,0.4688832054560955,2
0.6122448979591837,0.13963480128893663,0.0010741138560687435,0.11815252416756176,0.1288936627282492,3
0.18103564586200382,0.2833319841334089,0.03777759788445452,0.4776167732534607,0.020237998866672064,5
0.07297221442604547,0.24782486668537748,0.12910468706146505,0.5500982318271119,0.0,5
0.5856832971800433,0.12653651482284886,0.020245842371655817,0.10845986984815617,0.15907447577729572,3
0.12151215121512152,0.40504050405040504,0.18901890189018902,0.28352835283528355,0.0009000900090009002,4
0.18103564586200382,0.2833319841334089,0.03777759788445452,0.4776167732534607,0.020237998866672064,5
0.8726625111308994,0.06500445235975066,0.051647373107747106,0.01068566340160285,0.0,1
0.8681120144534779,0.06684733514001806,0.05420054200542006,0.01084010840108401,0.0,1
0.6139439999999999,0.10822100000000001,0.041623,0.104058,0.132154,2
0.0,0.21311475409836064,0.13114754098360656,0.6557377049180327,0.0,5
0.5438919582565992,0.10460405156537754,0.011663597298956415,0.1263351749539595,0.21350521792510743,3
0.8726625111308994,0.06500445235975066,0.051647373107747106,0.01068566340160285,0.0,1
0.3344262295081967,0.20327868852459016,0.01639344262295082,0.20655737704918034,0.23934426229508196,3
0.2038592281543691,0.17176564687062587,0.017696460707858425,0.2471505698860228,0.35952809438112376,3
0.06120955683517322,0.3499506887665829,0.5770368720771164,0.010753030254827729,0.0010498520662997487,4
0.657030223390276,0.09417433201927289,0.00788436268068331,0.09636443276390713,0.1445466491458607,3
0.01566443303454878,0.21790966843616746,0.15037855713166828,0.6160473413976155,0.0,5
0.4155124653739612,0.12742382271468145,0.05263157894736842,0.23545706371191136,0.16897506925207756,3
0.033250795896710296,0.02517391817002712,0.09845537082891169,0.8330385567739653,0.010081358330385568,5
0.9411764705882353,0.043910521955260975,0.011433305716652858,0.00347970173985087,0.0,1
0.40229885057471265,0.19157088122605365,0.013409961685823755,0.22030651340996169,0.1724137931034483,3
0.27450980392156865,0.21568627450980393,0.058823529411764705,0.43137254901960786,0.0196078431372549,0
0.5780153691947878,0.18643501503508184,0.046775810223855664,0.08686936184430337,0.10190444370197126,2
0.3123209169054441,0.2793696275071633,0.050143266475644696,0.3108882521489971,0.04727793696275072,3
0.1536127441684051,0.29982931917314626,0.057272899677602886,0.48169922245401103,0.0075858145268348194,5
0.10262342310882186,0.2677113798070627,0.1973460212143699,0.427910428215985,0.004408747653760531,4
0.17142857142857143,0.2530612244897959,0.02040816326530612,0.2571428571428571,0.2979591836734694,3
0.8571428571428571,0.07208387942332896,0.04456094364351245,0.02621231979030144,0.0,1
0.4497751124437782,0.11094452773613193,0.1274362818590705,0.026986506746626684,0.2848575712143928,2
0.17011817011817013,0.13757413757413758,0.030695030695030698,0.3957103957103957,0.26590226590226584,3
0.6877002711363076,0.101059896475228,0.023909292580724672,0.10352477199901405,0.08380576780872566,3
0.25806451612903225,0.12442396313364056,0.09216589861751152,0.4976958525345622,0.027649769585253458,5
0.6553398058252426,0.0849514563106796,0.08980582524271845,0.10436893203883495,0.06553398058252427,2
0.07801418439716312,0.13617021276595745,0.05531914893617021,0.7092198581560284,0.02127659574468085,4
0.09441178838875915,0.3253079958128674,0.1894274901360818,0.3897254207263065,0.001127304935985184,4
0.9949058181498107,0.0031577325939617993,0.0012872986532875628,0.0006491506029398821,0.0,1
0.8738738738738738,0.06306306306306306,0.05225225225225225,0.010810810810810811,0.0,1
0.07562568008705114,0.38846572361262244,0.190968443960827,0.34494015233949943,0.0,4
0.45702592087312416,0.09140518417462483,0.02455661664392906,0.19508867667121418,0.23192360163710776,3
0.289198606271777,0.08571428571428572,0.010452961672473868,0.1902439024390244,0.424390243902439,3
0.6101153940584335,0.14534740977166705,0.22489565430886324,0.01902774367787871,0.0006137981831573779,0
0.4131563762261973,0.11656087709174841,0.015579919215233698,0.1996537795729948,0.25504904789382576,3
0.0349849276100709,0.6573260306542691,0.17144312826391542,0.13624591347174456,0.0,4
0.351288056206089,0.2810304449648712,0.01639344262295082,0.1873536299765808,0.16393442622950818,3
0.8433268858800773,0.08059316569954868,0.07221147646679561,0.0038684719535783366,0.0,1
0.23957597173144876,0.2579505300353357,0.2226148409893993,0.27985865724381626,0.0,4
0.3297428006155199,0.1901956473950319,0.02191690481424489,0.3124422950098923,0.14570235216531105,3
0.07898498927805575,0.42494639027877057,0.11972837741243746,0.3477483917083631,0.028591851322373123,4
0.8761549683903388,0.09093856378667531,0.0008105041335710813,0.011347057869995137,0.02074890581941968,3
0.46808510638297873,0.36879432624113473,0.0851063829787234,0.075177304964539,0.0028368794326241137,0
0.25819465456379226,0.18961169944528491,0.025718608169440244,0.26626323751891073,0.2602118003025719,3
0.46204620462046203,0.26874115983026875,0.017444601603017446,0.2263083451202263,0.02545968882602546,3
0.26103968697596425,0.1956400223588597,0.11850195640022358,0.28172163219675794,0.14309670206819453,2
0.19445043547583907,0.08311445680416178,0.03730198072907903,0.2791821884566438,0.4059509385342763,3
0.14514145141451415,0.2522755227552275,0.09778597785977859,0.5026445264452645,0.002152521525215252,5
0.8860510805500982,0.06915520628683694,0.03300589390962672,0.011787819253438114,0.0,1
0.3400673400673401,0.1919191919191919,0.04377104377104377,0.3838383838383838,0.04040404040404041,3
0.07420121468180618,0.1998943754951149,0.04286594489921663,0.0750814188891823,0.6079570460346799,2
0.1142975893599335,0.26080631753948463,0.09247714048212802,0.5283665835411472,0.004052369077306733,5
0.03307984790874525,0.33632762991128007,0.5133871989860583,0.11574778200253485,0.0014575411913814954,4
0.1823069403714565,0.22971652003910067,0.2072336265884653,0.37805474095796676,0.0026881720430107525,4
0.2654472451483381,0.2766004907428062,0.13160829801472226,0.3033682801695293,0.022975685924604063,2
0.10941320293398533,0.25244498777506114,0.01650366748166259,0.33251833740831294,0.289119804400978,3
0.5225225225225224,0.24324324324324326,0.16216216216216214,0.07207207207207207,0.0,0
0.44612846055124367,0.07516958992849723,0.020350791419666323,0.16561755179368087,0.2927336063069119,1
0.4230343300110742,0.3312191684284707,0.14950166112956811,0.09060706735125339,0.005637773079633545,0
0.5798319327731093,0.18865546218487395,0.046218487394957986,0.0865546218487395,0.09873949579831932,2
0.4570290859418281,0.09140481719036561,0.024556950886098227,0.19508960982078036,0.23191953616092767,3
0.2685894628210744,0.16886966226067548,0.030901938196123604,0.3943092113815772,0.13732972534054932,3
0.037648037648037654,0.2681792681792682,0.07220207220207221,0.6188766188766189,0.003094003094003094,5
0.07515252357182474,0.25568496949528563,0.05574043261231281,0.6109262340543539,0.0024958402662229617,5
0.437095282146161,0.36308973172987974,0.0393154486586494,0.14338575393154487,0.017113783533765033,3
0.09090909090909091,0.14685314685314685,0.11538461538461538,0.33216783216783213,0.3146853146853147,2
0.15787811809283234,0.33075465740448373,0.15945689927376067,0.3489106409851595,0.002999684243763814,4
0.05158304612367315,0.01158969830082751,0.23045779595020044,0.3166895096313203,0.3896799499939786,2
0.46132075471698114,0.11572327044025159,0.3314465408805031,0.08522012578616353,0.00628930817610063,0
0.16635859519408505,0.7652495378927912,0.03974121996303143,0.028650646950092427,0.0,4
0.03571428571428571,0.12186477644492912,0.24945474372955287,0.581515812431843,0.011450381679389313,4
0.1149425287356322,0.21767241379310348,0.12392241379310345,0.543462643678161,0.0,5
0.2796528447444551,0.13179042108646735,0.3539054966248794,0.2314368370298939,0.003214400514304082,0
